園	その, えん	garden (esp. man-made), orchard, park, plantation., place, location.
科目	かもく	(school) subject, curriculum, course.
越える	こえる	to cross over, to cross, to pass through, to pass over (out of)., to exceed.
行き	ゆき, いき	bound for ...., going (to).
梅雨	つゆ, ばいう	rainy season., rain during the rainy season.
勤め	つとめ	service, duty, business, responsibility, task., Buddhist religious services.
悪口	あっこう, わるくち, わるぐち	abuse, insult, slander, evil speaking, bad mouth.
現す	あらわす	to reveal, to show, to display., to express., to represent, to signify, to stand for., to make widely known.
只	ただ, タダ	ordinary, common, usual., free of charge., unaffected, as is, safe., only, merely, just, simply., but, however, nevertheless.
年月	としつき, ねんげつ	months and years.
羽	はね	feather, plume, wing., blade (fan, propeller, etc.).
戦う	たたかう	to fight, to battle, to combat, to struggle against, to wage war, to engage in contest.
出会う	であう	to meet (by chance), to come across, to run across, to encounter, to happen upon., to meet (e.g. of rivers, highways, etc.)., to emerge and engage (an enemy).
暖かい	あたたかい, あったかい	warm, mild, genial.
収める	おさめる	to dedicate, to make an offering, to pay (fees)., to supply., to store., to finish, to bring to a close., to restore (something to its place)., to achieve (e.g. a result).
小包	こづつみ	parcel, package.
出会い	であい	meeting, rendezvous, encounter., confluence.
備える	そなえる	to furnish, to provide for, to equip, to install., to have ready, to prepare for., to possess, to have, to be endowed with, to be armed with.
現れる	あらわれる	to appear, to come in sight, to become visible, to come out, to embody, to materialize, to materialise., to be expressed (e.g. emotions), to become apparent (e.g. trends, effects).
以来	いらい	since, henceforth.
委員	いいん	committee member.
維持	いじ	maintenance, preservation, improvement.
違反	いはん	violation (of law), transgression, infringement, breach.
医療	いりょう	medical care, medical treatment.
一般	いっぱん	general, universal., ordinary, average, common.
一方	いっぽう	one (esp. of two), the other, one way, the other way, one direction, the other direction, one side, the other side, one party, the other party., on the one hand, on the other hand., whereas, although, but at the same time, meanwhile, in turn., (after noun, adjective-stem or plain verb) just keeps, being inclined to ..., tending to be ..., tending to do ..., continuously ..., just keeps on ...ing, only.
影響	えいきょう	influence, effect., to influence, to affect, to have an influence on, to impact, to have an effect on.
援助	えんじょ	assistance, aid, support.
価格	かかく	price, value, cost.
可能	かのう	potential, possible, practicable, feasible.
過去	かこ	the past, bygone days, the previous., a past (i.e. a personal history one would prefer remained secret), one's past., past (tense), preterit, preterite., previous life.
会員	かいいん	member, the membership.
解決	かいけつ	settlement, solution, resolution.
回復	かいふく	restoration, rehabilitation, recovery, return, replevin, improvement., recovery (from an illness), recuperation, convalescence.
海外	かいがい	foreign, abroad, overseas.
外交	がいこう	diplomacy., selling (e.g. door-to-door), canvassing.
拡大	かくだい	magnification, enlargement, expansion, amplification.
活動	かつどう	action, activity.
患者	かんじゃ	(a) patient.
環境	かんきょう	environment, circumstance.
監督	かんとく	supervision, control, superintendence, direction., director, superintendent, supervisor, coach, foreman, manager, overseer, controller, boss.
管理	かんり	control, management (e.g. of a business).
関心	かんしん	concern, interest.
関連	かんれん	relation, connection, relevance.
企業	きぎょう	enterprise, undertaking, corporation, business.
基本	きほん	foundation, basis, standard.
期間	きかん	period, term, interval.
期待	きたい	expectation, anticipation, hope.
機関	きかん	engine., agency, organisation, organization, institution, organ, body., system, facility, facilities.
機能	きのう	function, facility, faculty, feature.
記事	きじ	article, news story, report, account.
記者	きしゃ	reporter.
記録	きろく	record, minutes, document., a record (e.g. in sports), results, score., to record, to document., to set a record (e.g. in sports), to show a result, to reach a value.
議員	ぎいん	member of the Diet, congress or parliament.
議会	ぎかい	Diet, congress, parliament.
議長	ぎちょう	chairman, speaker (e.g. of assembly), president (e.g. of council, senate, etc.), moderator (e.g. of a newsgroup).
教授	きょうじゅ	professor., teaching, instruction.
筋	すじ	muscle, tendon, sinew., vein, artery., fiber, fibre, string., line, stripe, streak., reason, logic., plot, storyline., lineage, descent., school (e.g. of scholarship or arts)., aptitude, talent., source (of information, etc.), circle, channel., well-informed person (in a transaction)., logical move (in go, shogi, etc.)., ninth vertical line (shogi)., seam on a helmet., gristly fish paste (made of muscle, tendons, skin, etc.)., on (a river, road, etc.), along., counter for long thin things, counter for roads or blocks when giving directions.
金融	きんゆう	financing, credit transacting, loaning of money, circulation of money.
契約	けいやく	contract, compact, agreement.
景気	けいき	condition, state, business (condition).
経営	けいえい	management, administration.
決定	けってい	decision, determination.
結果	けっか	result, consequence, outcome, effect., coming to fruition, bearing fruit.
建設	けんせつ	construction, establishment.
憲法	けんぽう	constitution.
現在	げんざい	now, current, present, present time, as of.
現実	げんじつ	reality.
現場	げんば, げんじょう	actual spot, scene, scene of the crime, site, location, setting., shop floor, factory floor, (on) site.
言わば	いわば	so to speak, so to call it, as it were.
個人	こじん	individual, private person, personal, private.
候補	こうほ	candidate, contender, prospect, pick, choice, list., candidacy, candidature, nomination.
効果	こうか	effect, effectiveness, efficacy, result.
攻撃	こうげき	attack, strike, offensive., criticism, censure, denunciation, condemnation.
考え	かんがえ	thinking, thought, view, opinion, concept., idea, notion, imagination., intention, plan, design., consideration, judgement, deliberation, reflection., wish, hope, expectation.
行動	こうどう	action, conduct, behaviour, behavior, mobilization, mobilisation.
国家	こっか	state, country, nation.
国会	こっかい	National Diet, parliament, congress.
国民	こくみん	nation, nationality, people, citizen.
今回	こんかい	now, this time, lately.
今後	こんご	from now on, hereafter.
最高	さいこう	highest, supreme, the most.
最終	さいしゅう	last, final, closing.
裁判	さいばん	trial, judgement, judgment.
作業	さぎょう	work, operation, manufacturing, fatigue duty.
作品	さくひん	work (e.g. book, film, composition, etc.), opus, performance, production.
参加	さんか	participation.
姿	すがた	figure, form, shape., appearance, dress, guise., state, condition, picture, image., form (of a waka)., dressed in ..., wearing ....
市場	いちば	(town) market., (the) marketplace.
指導	しどう	leadership, guidance, coaching., shido (disciplinary action for a minor infringement of the rules of judo).
事件	じけん	event, affair, incident, case, plot, trouble, scandal.
事実	じじつ	fact, truth, reality.
事情	じじょう	circumstances, consideration, conditions, situation, reasons, state of affairs.
事務	じむ	business, office work.
時期	じき	time, season, period, phase, stage., soon, shortly.
自身	じしん	by oneself, personally.
自然	しぜん	nature, spontaneity., naturally, spontaneously.
実施	じっし	enforcement, implementation, putting into practice, carrying out, operation, working (e.g. working parameters), enactment.
首相	しゅしょう	Prime Minister, Chancellor (Germany, Austria, etc.), Premier.
州	しゅう	state, province, county, department (of ancient China)., continent.
住宅	じゅうたく	residence, housing, residential building.
住民	じゅうみん	citizens, inhabitants, residents, population.
重要	じゅうよう	important, momentous, essential, principal, major.
女子	じょし, おなご, おみなご	woman, girl.
商品	しょうひん	commodity, article of commerce, goods, stock, merchandise.
情報	じょうほう	information, news, intelligence, advices., information, data contained in characters, signals, code, etc..
条件	じょうけん	condition, conditions, term, terms, requirement, requirements.
状況	じょうきょう	state of affairs (around you), situation, circumstances.
状態	じょうたい	current status, condition, situation, circumstances, state.
新た	あらた	new, fresh, novel.
人間	にんげん	human being, man, person., character (of a person).
人気	にんき	popularity, popular feeling, business conditions.
制度	せいど	system, institution, organization, organisation.
成長	せいちょう	growth, grow to adulthood.
政府	せいふ	government, administration.
積極的	せっきょくてき	assertive, positive, active, proactive.
責任	せきにん	duty, responsibility (incl. supervision of staff)., liability, onus.
選手	せんしゅ	player (in game), team member.
全体	ぜんたい	whole, entirety, whatever (is the matter).
組	くみ	set (of items)., group (of people), class (of students), company (esp. construction), family (i.e. mafia), team., typesetting, composition.
組織	そしき, そしょく	organization, organisation., structure, construction., tissue., system.
相手	あいて	companion, partner, company., other party, addressee., opponent (sports, etc.).
対象	たいしょう	target, object (of worship, study, etc.), subject (of taxation, etc.).
代表	だいひょう	representative, representation, delegation, type, example, model.
大会	たいかい	convention, tournament, mass meeting, rally.
大統領	だいとうりょう	president, chief executive.
団体	だんたい	organization, organisation, association.
男子	だんし	youth, young man.
知事	ちじ	prefectural governor.
地域	ちいき	area, region.
地球	ちきゅう	the earth, the globe.
地方	ちほう	district, region, area, locality., the country, countryside, the provinces, rural area.
中央	ちゅうおう	centre, center, middle, heart., metropolis, capital city, central government.
中心	ちゅうしん	center, centre, middle, heart, core, focus, pivot, emphasis, balance., -centered, -centred, -focussed, -oriented, centered on, focussed on.
調査	ちょうさ	investigation, examination, inquiry, enquiry, survey.
通信	つうしん	correspondence, communication, transmission, news, signal.
程度	ていど	degree, amount, grade, standard, of the order of (following a number).
都市	とし	town, city, municipal, urban.
努力	どりょく	great effort, exertion, endeavour, endeavor, effort.
土地	とち, どおじ, どじ, どち	plot of land, lot, soil.
投票	とうひょう	voting, poll.
当時	とうじ	at that time, in those days.
同時	どうじ	simultaneous(ly), concurrent, same time, synchronous, together.
内容	ないよう	subject, contents, matter, substance, detail, import.
年間	ねんかん	year (period of).
農業	のうぎょう	agriculture.
判断	はんだん	judgement, judgment, decision, adjudication, conclusion, decipherment, divination.
販売	はんばい, ハンバイ	sales, selling, marketing.
批判	ひはん	criticism, judgement, judgment, comment.
舞台	ぶたい	stage (theatre, theater)., scene or setting (e.g. of novel, play, etc.).
部分	ぶぶん	portion, section, part.
分野	ぶんや	field, sphere, realm, division, branch.
平和	へいわ	peace, harmony.
変化	へんか	change, variation, alteration, mutation, transition, transformation, transfiguration, metamorphosis., variety, diversity., inflection, declension, conjugation., sidestepping.
報告	ほうこく	report, information.
方向	ほうこう	direction, orientation, bearing, way., course (e.g. of action).
方法	ほうほう	method, process, manner, way, means, technique.
訪問	ほうもん	call, visit.
明らか	あきらか	obvious, evident, clear, plain.
目的	もくてき	purpose, goal, aim, objective, intention.
目標	もくひょう	mark, objective, target.
役割	やくわり	part, assigning (allotment of) parts, role, duties.
優勝	ゆうしょう	overall victory, championship.
予算	よさん	estimate, budget.
要求	ようきゅう	demand, firm request, requisition, requirement, desire.
立場	たちば	standpoint, position, situation.
連続	れんぞく	serial, consecutive, continuity, occurring in succession, continuing.
一時	いちじ	one o'clock., once, at one time, formerly, before., for a time, for a while, for the time being, for the present, for the moment, temporarily., a time, one time, once.
全国	ぜんこく	countrywide, nationwide, whole country, national.
平均	へいきん, へいぎん	average, mean., balance, equilibrium.
協力	きょうりょく	cooperation, collaboration.
銀	ぎん, しろがね, しろかね	silver (Ag)., silver coin, money., silver medal., silver colour (color)., silver general (shogi).
事態	じたい	situation, (present) state of affairs, circumstances.
労働	ろうどう	manual labor, manual labour, toil, work., Labour Party.
愛	あい	love, affection, care., attachment, craving, desire.
安定	あんてい	stability, equilibrium.
意識	いしき	consciousness., awareness, sense., mano-vijnana (mental consciousness, cognizer of sensory information).
違い	ちがい	difference, discrepancy.
医師	いし	doctor, physician.
宇宙	うちゅう	universe, cosmos, space.
営業	えいぎょう	business, trade, sales, operations.
衛星	えいせい	satellite.
演説	えんぜつ	speech, address.
会合	かいごう	meeting, assembly., association., conjunction.
改善	かいぜん	betterment, improvement., kaizen (Japanese business philosophy of continuous improvement).
開始	かいし	start, commencement, beginning, initiation.
確実	かくじつ	certainty, reliability, soundness.
感じ	かんじ	feeling, sense, impression.
観光	かんこう	sightseeing.
希望	きぼう	hope, wish, aspiration.
記念	きねん	commemoration, memory.
疑問	ぎもん	question, problem, doubt, guess.
議論	ぎろん	argument, discussion, dispute, controversy.
競技	きょうぎ	game, match, contest.
共通	きょうつう	commonness, community., to be common, to be shared., -wide.
教師	きょうし	teacher (classroom).
胸	むね, むな	chest, breast., breasts, bosom, bust., heart., lungs., stomach., heart, mind, feelings.
禁止	きんし	prohibition, inhibition, ban.
軍	ぐん	army, force, troops.
傾向	けいこう	tendency, trend, inclination.
芸術	げいじゅつ	(fine) art, the arts.
劇場	げきじょう	theatre, theater, playhouse.
結局	けっきょく	after all, eventually, in the end.
結論	けつろん	conclusion.
健康	けんこう	health, sound, wholesome.
検査	けんさ	inspection (e.g. customs, factory), examination, scan (e.g. MRI, PET, etc.).
検討	けんとう	consideration, examination, investigation, study, scrutiny, discussion, analysis.
権利	けんり	right, privilege.
見解	けんかい	opinion, point of view.
現状	げんじょう	present condition, existing state, status quo.
現代	げんだい	nowadays, modern era, modern times, present-day.
交換	こうかん	exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques).
広告	こうこく	advertisement.
航空	こうくう	aviation, flying.
講演	こうえん	lecture, address, speech.
国境	こっきょう, くにざかい, こっかい	national border, provincial border.
混乱	こんらん	disorder, chaos, confusion, mayhem.
差	さ	difference, variation.
再び	ふたたび	again, once more, a second time.
作家	さっか	author, writer, novelist, artist.
賛成	さんせい	approval, agreement, support, favour, favor.
使用	しよう	use, application, employment, utilization, utilisation.
思わず	おもわず	unintentionally, reflexively, spontaneously, involuntarily, instinctively.
支店	してん	branch office, branch store.
実験	じっけん	experiment.
実現	じつげん	implementation (e.g. of a system), materialization, materialisation, realization, realisation.
実際	じっさい	practicality, practical., reality, actuality, actual conditions., bhutakoti (limit of reality).
主義	しゅぎ	doctrine, rule, principle.
主張	しゅちょう	claim, request, insistence, assertion, advocacy, emphasis, contention, opinion, tenet.
主婦	しゅふ	housewife, mistress (of the house), homemaker.
主要	しゅよう	chief, main, principal, major.
首都	しゅと	capital city, metropolis.
需要	じゅよう	demand, request.
収入	しゅうにゅう	income, receipts, revenue.
宗教	しゅうきょう	religion, religious affiliation, belief, faith, creed., religious activity.
修正	しゅうせい	amendment, correction, revision, modification, alteration, retouching, update, fix.
集団	しゅうだん	group, mass.
処理	しょり	processing, dealing with, treatment, disposition, disposal.
少年	しょうねん	boy, juvenile, young boy, youth, lad.
承認	しょうにん	recognition, acknowledgement, acknowledgment, approval, consent, agreement.
消費	しょうひ	consumption, expenditure.
障害	しょうがい, しょうげ	obstacle, impediment, hindrance, difficulty, barrier., handicap, impairment, disability, disorder, malfunction.
深刻	しんこく	serious, severe, grave, acute.
身	み	body., oneself., one's place, one's position., main part, meat (as opposed to bone, skin, etc.), wood (as opposed to bark), blade (as opposed to its handle), container(as opposed to its lid).
人生	じんせい	(human) life (i.e. conception to death).
人物	じんぶつ	character, personality, person, man, personage, talented man.
推薦	すいせん	recommendation, referral, endorsement.
水準	すいじゅん	level, standard., water level.
数字	すうじ	numeral, figure, digit, numeric character.
正式	せいしき	due form, official, formality.
精神	せいしん	mind, soul, heart, spirit, intention.
製造	せいぞう	manufacture, production.
製品	せいひん	manufactured goods, finished goods, product.
石油	せきゆ	oil, petroleum, kerosene.
設備	せつび	equipment, device, facilities, installation.
全員	ぜんいん	all members (unanimity), all hands, the whole crew, everyone, everybody.
組合	くみあい	association, union, guild.
装置	そうち	equipment, installation, apparatus, device.
増加	ぞうか	increase, increment, addition.
存在	そんざい	existence, being.
態度	たいど	attitude, manner, behaviour.
逮捕	たいほ	arrest, apprehension, capture.
大使	たいし	ambassador.
担当	たんとう	being in charge (of an area of responsibility), being responsible (for a work role, etc.).
仲間	なかま	company, fellow, colleague, associate, comrade, mate, group, circle of friends, partner., member of the same category.
長期	ちょうき	long time period, long term.
直接	ちょくせつ	direct, immediate, personal, firsthand.
提案	ていあん	proposal, proposition, suggestion.
伝統	でんとう	tradition, convention.
党	とう	party (political)., faction, -ite.
同様	どうよう	identical, equal to, same (kind), like, similarity.
道路	どうろ	road, highway.
特徴	とくちょう	feature, trait, characteristic, pecularity, distinction.
独立	どくりつ	independence (e.g. Independence Day), self-support.
能力	のうりょく	ability, faculty.
馬	うま, いま, おま, ウマ	horse., promoted bishop (shogi).
発行	はっこう	issue (publications), publishing., raising an event (software).
発展	はってん	development, growth, advancement, unfurling., expansion, extension, enlargement., playing around, having an active sex life.
発表	はっぴょう	announcement, publication, presenting.
被害	ひがい	(suffering) damage, injury, harm.
費用	ひよう	cost, expense.
非常	ひじょう	emergency., extraordinary, unusual.
表現	ひょうげん	expression, presentation., representation, notation.
表情	ひょうじょう	facial expression, countenance.
評価	ひょうか	valuation, estimation, assessment, evaluation, rating., to value, to assess, to rate, to estimate value., to appreciate, to value highly, to acknowledge the value (of something).
不安	ふあん	anxiety, uneasiness, insecurity, suspense.
不足	ふそく	insufficiency, shortage, deficiency, lack, dearth.
不満	ふまん	dissatisfaction, displeasure, discontent, complaints, unhappiness, disgruntled.
夫人	ふじん, ぶにん, はしかし	wife, Mrs, madam.
父親	ちちおや	father.
武器	ぶき	weapon, arms, ordnance.
幅	はば	width, breadth., freedom (e.g. of thought), latitude., gap, difference (e.g. in price), range (e.g. of voice).
母親	ははおや	mother.
豊か	ゆたか	abundant, wealthy, plentiful, rich, affluent., very, extremely, full of, great.
本人	ほんにん	the person himself.
無料	むりょう	free, no charge.
名	な	name, given name., title., fame, renown, reputation., pretext, pretense, justification, appearance.
明確	めいかく	clear, precise, definite, distinct.
友人	ゆうじん	friend.
有効	ゆうこう	validity, legality, availability, effectiveness.
様子	ようす	state, state of affairs, situation, circumstances., appearance, look, aspect., sign, indication.
利益	りえき, りやく	profit, gains., benefit, advantage, interest (of the public, etc.)., grace (of God, Buddha, etc.) (esp. as attained through rightful actions, prayer, adherence to one's faith, etc.), blessing, miracle.
理解	りかい	understanding, comprehension, appreciation, sympathy.
流れ	ながれ	stream, current, flow.
料金	りょうきん	fee, charge, fare.
老人	ろうじん	the aged, old person.
話題	わだい	topic, subject.
数	かず	number, amount.
夫婦	ふうふ, めおと, みょうと	married couple, spouses, husband and wife, couple, pair., his and hers, pair of objects, one larger (for man), one smaller (for woman).
各々	それぞれ, おのおの	each, every, either, respectively, severally.
年齢	ねんれい	age, years.
我々	われわれ	we.
以前	いぜん	ago, since, before, previous.
一層	いっそう	much more, still more, all the more, more than ever., single layer (or storey, etc.).
印象	いんしょう	impression.
汚染	おせん	pollution, contamination.
何か	なにか, なんか	something.
価値	かち	value, worth, merit.
歌手	かしゅ	singer.
絵画	かいが	picture, painting.
確認	かくにん	confirmation, verification, validation, review, check, affirmation, identification.
学者	がくしゃ	scholar.
学習	がくしゅう	study, learning, tutorial.
額	がく	picture (framed)., amount or sum (of money).
株	かぶ	stock, share., stump., root, rootstock., strain (of bacteria, etc.)., tradeable rank, goodwill., one's forte.
感覚	かんかく	sense, sensation, feeling, intuition.
義務	ぎむ	duty, obligation, responsibility.
急速	きゅうそく	rapid (e.g. progress).
許可	きょか	permission, approval, authorization, license., to permit, to authorize.
供給	きょうきゅう	supply, provision.
緊張	きんちょう	tension, mental strain, nervousness.
近代	きんだい	present day, modern times.
金額	きんがく	amount of money.
空	から	emptiness, vacuum, blank.
訓練	くんれん	practice, practising, training.
劇	げき	drama, play., powerful drug.
建築	けんちく	construction, architecture (of buildings).
肩	かた	shoulder.
現金	げんきん	cash, ready money, money on hand, currency., mercenary, self-interested, calculating.
現象	げんしょう	phenomenon.
構成	こうせい	organization, organisation, configuration, composition.
合計	ごうけい	sum total, total amount.
差別	さべつ, しゃべつ, しゃべち	discrimination, distinction, differentiation.
最低	さいてい	least, lowest, worst., nasty, disgusting, horrible, yuck!.
材料	ざいりょう	ingredients, material.
参考	さんこう	reference, consultation.
残り	のこり	remnant, residue, remaining, left-over.
思想	しそう	thought, idea, ideology.
支配	しはい	rule, control, direction.
資源	しげん	resources.
資本	しほん	funds, capital.
失業	しつぎょう	unemployment.
実は	じつは	as a matter of fact, by the way, to tell you the truth, to be honest, frankly.
実行	じっこう	practice, practising, performance, execution (e.g. program) (programme), realization, realisation, implementation.
手術	しゅじゅつ	(surgical) operation, procedure.
手段	しゅだん	means, way, measure.
周囲	しゅうい	surroundings, environs., circumference.
就職	しゅうしょく	finding employment, getting a job.
集中	しゅうちゅう	concentration, convergence, centralization, integration, gathering together.
重大	じゅうだい	serious, important, significant, grave, weighty.
出版	しゅっぱん	publication.
章	しょう	chapter, section., medal.
場面	ばめん	scene, setting (e.g. of novel).
職業	しょくぎょう	occupation, business.
食品	しょくひん	commodity, foodstuff.
信用	しんよう	confidence, dependence, credit, faith, reliance, belief, credence, trust.
信頼	しんらい	reliance, trust, faith, confidence.
神	かみ, かむ, かん	god, deity, divinity, spirit, kami., incredible, fantastic.
制限	せいげん	restriction, restraint, limitation, limit.
勢い	いきおい	force, vigor, vigour, energy, spirit, life., influence, authority, power, might., impetus, momentum, course (of events)., naturally, necessarily.
性格	せいかく	character, personality, disposition, nature.
成功	せいこう	success, hit.
成績	せいせき	results, record, grades.
正午	しょうご	noon, mid-day.
生命	せいめい	life, existence.
請求	せいきゅう	claim, demand, charge, application, request, billing (for a service).
青年	せいねん	youth, young man.
跡	あと	trace, tracks, mark, sign., remains, ruins., scar.
設計	せっけい	plan, design, layout.
専攻	せんこう	major subject, special study.
選択	せんたく	selection, choice, option.
相当	そうとう	befitting, becoming, worthy of, proportionate, in keeping with, suitable., considerable, substantial., to be worthy of, to be proportionate to., to correspond to (in meaning, function, etc.), to be equivalent., extremely, considerably.
損害	そんがい	damage, injury, loss.
体育	たいいく	physical education, gymnastics, athletics.
代理	だいり	representation, agency, proxy, deputy, agent, attorney, substitute, alternate, acting (principal, etc.).
大臣	だいじん	cabinet minister.
大半	たいはん	majority, mostly, generally.
単位	たんい	unit, denomination., credit (in school).
誕生	たんじょう	birth, creation, formation.
地	ち	earth, ground, land, soil., place., territory., bottom (of a package, book, etc.)., earth (one of the five elements).
地位	ちい	(social) position, status.
地下	ちか	basement, cellar, underground place., underground, below ground., secret, under cover., underground (railway), subway, metro.
中学	ちゅうがく	middle school, junior high school.
中止	ちゅうし	suspension, stoppage, discontinuance, interruption.
注目	ちゅうもく	notice, attention, observation.
著者	ちょしゃ	author (usu. of a particular book, etc.), writer.
定期	ていき	fixed period, fixed term., regular, periodic, periodical., fixed-term commutation pass., fixed-term deposit., futures contracts.
抵抗	ていこう	resistance, opposition, standing up to., reluctance, repulsion, repugnance., resistance, drag, friction., electrical resistance., resistor.
提出	ていしゅつ	to present, to submit (e.g. a report or a thesis), to hand in, to file, to turn in., presentation, submission, filing.
徹底	てってい	thoroughness, completeness, consistency., thorough enforcement, seeing to it that a policy, etc. is carried out without exception.
鉄道	てつどう	railroad, railway, rail transport.
都	みやこ	capital, metropolis.
日常	にちじょう	ordinary, regular, everyday, usual.
農家	のうか	farmer, farm family.
俳優	はいゆう	actor, actress, player, performer.
犯罪	はんざい	crime.
範囲	はんい	extent, scope, sphere, range, span.
微妙	びみょう	delicate, subtle, sensitive., difficult, delicate (situation), complicated., doubtful, questionable, dicey, tricky.
物価	ぶっか	prices of commodities, prices (in general), cost-of-living.
物語	ものがたり	tale, story, legend.
物質	ぶっしつ	material, substance.
分析	ぶんせき	analysis.
雰囲気	ふんいき, ふいんき	atmosphere (e.g. musical), mood, ambience, ambiance.
変更	へんこう	change, modification, alteration, revision, amendment.
魅力	みりょく	charm, fascination, glamour, glamor, attraction, appeal.
模様	もよう	pattern, figure, design., state, condition., conjecture of the current situation, the way it seems., model, pattern, example., (after a noun) indicates that that noun seems likely (e.g. rain or storm).
余裕	よゆう	surplus, composure, margin, room, time, allowance, flexibility, scope, rope.
旅	たび	travel, trip, journey.
湾	わん	bay, gulf, inlet.
谷	たに	valley.
支払い	しはらい	payment.
戦い	たたかい	battle, fight, struggle, conflict.
演奏	えんそう	musical performance.
意外	いがい	unexpected, surprising.
移動	いどう	movement, transfer, migration, removal., mobile, moving, traveling, travelling, roving.
一体	いったい	...the heck (e.g. "what the heck?"), ...in the world (e.g. "why in the world?"), ...on earth (e.g. "who on earth?")., one object, one body, unity., one form, one style., one Buddhist image (or carving, etc.)., generally, in general.
一致	いっち	coincidence, agreement, union, match., conformity, consistency., cooperation.
化学	かがく, ばけがく	chemistry., chemical company (e.g. Acme Chemical Co.).
完成	かんせい	complete, completion., perfection, accomplishment.
完全	かんぜん	perfection, completeness.
感情	かんじょう	emotion, feeling, feelings, sentiment.
歓迎	かんげい	welcome, reception.
観客	かんきゃく	audience, spectator, spectators.
旗	はた	flag., pataka (banner).
既に	すでに, すんでに	already, too late.
記憶	きおく	memory, recollection, remembrance., storage.
貴重	きちょう	precious, valuable.
球	きゅう	sphere., counter for balls.
巨大	きょだい	huge, gigantic, enormous.
許す	ゆるす	to permit, to allow, to approve, to tolerate., to exempt (from fine), to excuse (from), to pardon, to forgive, to release, to let off., to confide in., to give up, to yield.
強力	きょうりょく	powerful, strong.
教科書	きょうかしょ	textbook, text book.
金属	きんぞく	metal.
刑事	けいじ	(police) detective., criminal matter.
計算	けいさん	calculation, reckoning, count., forecast.
穴	あな	hole., deficit, shortage, missing person (in a team, meeting, etc.)., vacancy, opening., flaw., profitable place (or item, etc.) not well known by others., upset victory (with a large payoff)., pit (of a theater).
限界	げんかい	limit, bound.
互い	たがい	mutual, reciprocal.
腰	こし, コシ	back, lower back, waist, hips, lumbar region., body (of hair, noodle, paper, etc.), resilience, spring.
骨	ほね	bone., frame., outline, core., backbone, spirit, fortitude., laborious, troublesome, difficult.
困難	こんなん	difficulty, distress.
財産	ざいさん	property, fortune, assets.
作曲	さっきょく	composition, setting (of music).
支出	ししゅつ	expenditure, expenses.
死亡	しぼう	death, mortality., to die, to pass away.
自動	じどう	automatic, self-motion., intransitive verb.
質	しつ	quality.
酒	さけ, ささ, き, くし, しゅ	alcohol, sake.
週	しゅう	week.
重視	じゅうし	importance, stress, serious consideration., to take something seriously, to attach importance, to stress.
瞬間	しゅんかん	moment, second, instant.
順調	じゅんちょう	favourable, favorable, doing well, OK, all right.
署名	しょめい	signature.
女優	じょゆう	actress.
松	まつ, マツ	pine tree (Pinus spp.)., highest (of a three-tier ranking system).
症状	しょうじょう	symptoms, condition.
笑い	わらい	laugh, laughter., smile., sneer., sex aids (e.g. dildos, pornographic books, erotic woodblock prints, etc.).
笑顔	えがお	smiling face, smile.
衝突	しょうとつ	collision, crash, running into., conflict, quarrel, clashing.
常に	つねに	always, constantly.
植物	しょくぶつ	plant, vegetation.
食料	しょくりょう	food.
心臓	しんぞう	heart., guts, nerve, cheek, gall, spine., central part.
心理	しんり	state of mind, mentality, psychology.
人類	じんるい	mankind, humanity.
世紀	せいき	century, era.
