有無	うむ, ゆうむ	existence or nonexistence, presence or absence., consent or refusal, yes or no., flag indicator, presence or absence marker.
有料	ゆうりょう	toll, fee, charge, admission-paid.
幼児	ようじ	infant, baby, child., child over 1 but not yet of school age.
幼稚園	ようちえん	kindergarten.
用語	ようご	term, terminology., wording, choice of words, phraseology.
寮	りょう	hostel, dormitory.
広げる	ひろげる	to spread, to extend, to expand, to enlarge, to widen, to broaden., to unfold, to open, to unroll, to unwrap., to scatter about, to spread around., to make flourish, to cause to prosper.
生る	なる	to bear fruit.
持ち	もち	hold, charge, keep possession, in charge., wear, durability, life, draw., usage.
過失	かしつ	error, blunder, accident., fault, defect.
過剰	かじょう	excess, over-.
活力	かつりょく	vitality, energy, dynamism.
強引	ごういん	overbearing, coercive, pushy, forcible, high-handed.
教養	きょうよう	cultivation, refinement, culture, education.
見学	けんがく	inspection, study by observation, field trip.
見出し	みだし	heading, headline, title, caption., index., headword.
見送る	みおくる	to see off (e.g. to the station, an airport, etc.), to escort (e.g. home), to farewell., to see out, to send off., to let pass, to wait and see, to continue (e.g. in legal contexts)., to let a pitch go by (baseball), to watch a batted ball go into the stands.
見舞う	みまう	to ask after (health), to visit.
元日	がんじつ, がんにち	New Year's Day.
後輩	こうはい	junior (at work, school, etc.), younger people, younger student.
工芸	こうげい	industrial arts, craft.
広さ	ひろさ	extent.
校舎	こうしゃ	school building.
行	ぎょう	line (i.e. of text), row, verse., carya (austerities)., samskara (formations)., running script (a semi-cursive style of kanji).
酸性	さんせい	acidity., acidic.
司会	しかい	chairmanship, leading a meeting, presenter, host.
寺院	じいん	temple.
執筆	しっぴつ	writing (e.g. as a profession).
実感	じっかん	real feeling, actual feeling., to actually feel, to have a real feeling (that ...), to experience personally.
手前	てまえ	before, this side., one's standpoint, one's appearance., we., you.
神話	しんわ	myth, legend.
親類	しんるい	relation, kin.
性能	せいのう	ability, performance, efficiency.
創作	そうさく	production, literary creation, work.
増大	ぞうだい	enlargement, increase.
造船	ぞうせん	shipbuilding.
測定	そくてい	measurement.
団地	だんち	multi-unit apartments.
中年	ちゅうねん	middle-age, middle age, midlife, one's middle years.
頂点	ちょうてん	top, summit.
殿	どの	form of address used for official letters and business letters, and in letters to inferiors, Mr.
派手	はで	showy, loud, gay, flashy, gaudy.
皮膚	ひふ, ひフ	skin.
評論	ひょうろん	criticism, critique.
別荘	べっそう	holiday house, villa.
崩れる	くずれる	to collapse, to crumble.
盆	ぼん	O-Bon, Bon Festival, Lantern Festival, Festival of the Dead., tray., family, household.
目安	めやす	criterion, standard, yardstick, reference, aim., rough estimate, approximation.
役人	やくにん	government official.
夕刊	ゆうかん	evening paper.
利害	りがい	advantages and disadvantages, interest.
貸し出し	かしだし	lending, loaning.
続々	ぞくぞく	successively, one after another.
水産	すいさん	aquatic products, fisheries.
井戸	いど	water well.
一応	いちおう	once, tentatively, in outline, for the time being, just in case, so far as it goes.
応用	おうよう	application, put to practical use.
恩恵	おんけい	grace, favor, favour, blessing, benefit.
加速	かそく	acceleration, speeding up.
角度	かくど	angle.
瓦	かわら	roof tile.
寄せる	よせる	to come near, to let someone approach., to bring near, to bring together, to collect, to gather., to deliver (opinion, news, etc.), to send (e.g. a letter), to contribute, to donate., to let someone drop by., to add (numbers)., to have feelings for (love, good will, trust, etc.)., to rely upon for a time, to depend on., to use as a pretext., to put aside., to press, to push, to force.
儀式	ぎしき	ceremony, rite, ritual, service.
境界	きょうかい	boundary.
厳重	げんじゅう	strict, rigour, rigor, severe, firm, strong, secure.
娯楽	ごらく	pleasure, amusement.
攻める	せめる	to attack, to assault, to assail.
在学	ざいがく	(enrolled) in school.
使い	つかい	errand, mission, going as envoy., messenger, bearer, errand boy, errand girl., familiar spirit., use, usage, user, trainer, tamer, charmer.
私鉄	してつ	private railway.
寿命	じゅみょう	life span.
集合	しゅうごう	gathering, assembly, meeting., set.
重ねる	かさねる	to pile up, to put something on another, to heap up, to add, to repeat.
純粋	じゅんすい	pure, true, genuine, unmixed.
巡査	じゅんさ	police, policeman.
書籍	しょせき	book, publication.
上旬	じょうじゅん	first 10 days of month.
職人	しょくにん	worker, mechanic, artisan, craftsman.
身分	みぶん	social position, social status.
性別	せいべつ	distinction by sex, sex, gender.
清掃	せいそう	cleaning.
接近	せっきん	getting closer, drawing nearer, approaching., being not much different, being near (age, skill, etc.)., becoming close (i.e. friendly), becoming intimate.
素人	しろうと, しろと, しらびと	amateur, layman, ordinary person, novice., respectable woman (not a prostitute, hostess, geisha, etc.).
総理大臣	そうりだいじん	prime minister (as the head of a cabinet government), premier.
地味	じみ	plain, simple, subdued, sober.
南極	なんきょく	South Pole., the Antarctic, Antarctica.
平日	へいじつ, ひらび	weekday, ordinary days (i.e. non-holiday)., kanji radical 73.
平野	へいや	plain, open field.
歩	ほ	step, stride., counter for steps.
埋める	うめる	to bury (e.g. in the ground)., to fill up (e.g. audience fills a hall), to fill (a seat, a vacant position), to fill out., to plug gaps, to stop a gap., to make amends, to cover up for something., to put cold water in a bath., to cover, to scatter something over.
満員	まんいん	full house, no vacancy, sold out, standing room only, full (of people), crowded.
用途	ようと	use, usefulness, utility, service, purpose.
理科	りか	science.
録音	ろくおん	(audio) recording.
手帳	てちょう	notebook, memo pad, (pocket) diary., certificate., identification card.
響き	ひびき	echo, reverberation., sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum), noise., quality of a sound (e.g. a fine phrase, clear voice, resonant bell), feeling of a sound, emotion or feeling inspired by something heard or read.
下町	したまち	low-lying part of a city (usu. containing shops, factories, etc.)., Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, inc. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds).
何とも	なんとも, なにとも	quite, really, very, extremely., nothing, not a bit, not at all.
花火	はなび	fireworks.
課程	かてい	course, curriculum.
確率	かくりつ	probability, likelihood, chances.
学年	がくねん	year in school, grade in school.
活字	かつじ	printing type, movable type., printed text, print.
気圧	きあつ	atmospheric pressure.
客席	きゃくせき	guest seating (e.g. theater, stadium), passenger seat (e.g. taxi)., audience.
系統	けいとう	system., lineage, ancestry, family line., group (e.g. of colors) (colours), family (e.g. of languages), party, school (of thought)., close (evolutionary) relationship., a population sharing a common ancestor (in genetics), strain (e.g. bacterial).
血圧	けつあつ	blood pressure.
県庁	けんちょう	prefectural office.
肯定	こうてい	positive, affirmation.
高める	たかめる	to raise, to lift, to boost, to enhance.
四季	しき	four seasons.
紙幣	しへい	paper money, notes, bills.
紫	むらさき	purple, violet., Lithospermum erythrorhizon (species of gromwell)., type of soy sauce.
祝日	しゅくじつ	national holiday, public holiday.
女房	にょうぼう, にょうぼ, にゅうぼう	wife (esp. one's own wife)., court lady, female court attache, woman who served at the imperial palace.
勝敗	しょうはい	victory or defeat, issue (of battle), outcome.
上り	のぼり	ascent, climbing, ascending (path), climb., up-train (e.g. going to Tokyo)., northward (towards Tokyo).
上級	じょうきゅう	advanced level, high grade, senior.
心身	しんしん, しんじん	mind and body.
神様	かみさま	God.
水曜	すいよう	Wednesday.
性質	せいしつ	nature, property, disposition.
接する	せっする	to touch, to come in contact with, to border on, to adjoin, to be adjacent, to be close., to receive (e.g. visitor), to attend to, to serve, to take care of, to look after, to deal with, to see., to receive (news), to get, to hear., to encounter, to come across., to be tangent to., to make touch, to bring into contact with, to bring adjacent to, to bring close, to connect.
線路	せんろ	line, track, roadbed.
相違	そうい	difference, discrepancy, variation.
滝	たき	waterfall.
中世	ちゅうせい	Middle Ages (in Japan esp. the Kamakura and Muromachi periods ), medieval times, mediaeval times.
定価	ていか	list price, regular price, established price.
点数	てんすう	marks, points, score, runs, number of items, credits.
投書	とうしょ	letter to the editor, letter from a reader, contribution.
童話	どうわ	fairy-tale.
日時	にちじ	date and time.
表紙	ひょうし	front cover, binding, (book) cover., appearing on the cover of a magazine.
物語る	ものがたる	to tell, to indicate.
包丁	ほうちょう	kitchen knife, carving knife.
名作	めいさく	masterpiece.
名刺	めいし	business card.
網	あみ	net, netting., web.
役目	やくめ	duty, business, role.
薬品	やくひん	medicine, chemicals.
粒	つぶ, つび, つぼ	grain, bead, drop., counter for small round objects including grains, seeds, pills, drops.
冷凍	れいとう	freezing, cold storage, refrigeration.
弟子	でし, ていし	pupil, disciple, adherent, follower, apprentice, young person, teacher's student-helper.
一々	いちいち	one-by-one, separately., every single, each and every, without omission, fully, in detail.
別々	べつべつ	separately, individually.
分かれる	わかれる	to branch, to fork, to diverge., to separate, to split, to divide., to disperse, to scatter.
我が	わが	my, our, one's own.
圧縮	あっしゅく	compression, condensation, constriction, compaction.
英文	えいぶん	sentence in English, article in English, English text., English literature (study of).
液体	えきたい	liquid, fluid.
殴る	なぐる	to strike, to hit.
可決	かけつ	approval, adoption (e.g. motion, bill), passage.
家屋	かおく	house, building.
改める	あらためる	to change, to alter, to revise, to replace., to reform, to correct, to mend, to improve., to examine, to check, to inspect., to do properly, to do formally.
貝	かい	shell, shellfish.
拡張	かくちょう	expansion, extension, enlargement, escape, ESC.
学力	がくりょく	scholarly ability, scholarship, knowledge, literary ability.
間隔	かんかく	space, interval, SPC.
器具	きぐ	utensil, apparatus, implement, device, gadget.
規律	きりつ	order, observance, discipline., rules, law, regulations.
群れ	むれ	group, crowd, flock, herd, bevy, school, swarm, cluster (e.g. of stars), clump, pack (e.g. of dogs).
